ACCIDENT_NO,ACCIDENT_DATE,ACCIDENT_TIME,ACCIDENT_TYPE,ACCIDENT_TYPE_DESC,DAY_OF_WEEK,DAY_WEEK_DESC,DCA_CODE,DCA_DESC,LIGHT_CONDITION,NODE_ID,NO_OF_VEHICLES,NO_PERSONS_KILLED,NO_PERSONS_INJ_2,NO_PERSONS_INJ_3,NO_PERSONS_NOT_INJ,NO_PERSONS,POLICE_ATTEND,ROAD_GEOMETRY,ROAD_GEOMETRY_DESC,SEVERITY,SPEED_ZONE,RMA, LAT, LONG, DATE, COUNCIL
T20120012095,2012-05-23,15:00:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,59864,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Other,144.239379,-36.79623,20120523,BENDIGO
T20130013284,2012-05-24,15:15:00,7,Fall from or in moving vehicle,5,Thursday,190,FELL IN/FROM VEHICLE,1,259804,1,0,0,1,1,2,2,2,T intersection,3,60,Arterial Other,144.280349,-36.748201,20120524,BENDIGO
T20120012217,2012-05-25,08:10:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,29978,2,0,0,3,0,3,1,1,Cross intersection,3,50,Arterial Highway,144.285187,-36.756439,20120525,BENDIGO
T20120012842,2012-05-25,14:50:00,1,Collision with vehicle,6,Friday,111,RIGHT FAR (INTERSECTIONS ONLY),1,30035,2,0,0,1,1,2,2,2,T intersection,3,50,Local Road,144.28869,-36.77814,20120525,BENDIGO
T20120012483,2012-05-28,09:35:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,1254,2,0,0,1,1,2,2,1,Cross intersection,3,50,Arterial Highway,144.31743,-36.759626,20120528,BENDIGO
T20120015527,2012-05-28,11:30:00,1,Collision with vehicle,2,Monday,132,RIGHT REAR.,1,44628,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway,144.255389,-36.775029,20120528,BENDIGO
T20120012499,2012-05-28,10:05:00,1,Collision with vehicle,2,Monday,121,RIGHT THROUGH,1,51636,2,0,0,1,2,3,1,1,Cross intersection,3,60,Local Road,144.257601,-36.762479,20120528,BENDIGO
T20120012588,2012-05-29,12:45:00,1,Collision with vehicle,3,Tuesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,253296,2,0,0,2,0,2,2,1,Cross intersection,3,50,Local Road,144.295381,-36.759549,20120529,BENDIGO
T20120013481,2012-05-29,08:15:00,1,Collision with vehicle,2,Tuesday,111,RIGHT FAR (INTERSECTIONS ONLY),1,252628,2,0,0,1,1,2,2,2,T intersection,3,60,Local Road,144.238434,-36.786843,20120529,BENDIGO
T20120014974,2012-05-31,16:00:00,1,Collision with vehicle,5,Thursday,123,RIGHT/LEFT. ONE VEH TURNING RIGHT THE OTHER LEFT.,1,51713,2,0,0,3,0,3,1,1,Cross intersection,3,60,Arterial Highway,144.246673,-36.785355,20120531,BENDIGO
T20120012687,2012-05-31,01:45:00,1,Collision with vehicle,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,251506,3,2,2,0,0,4,1,5,Not at intersection,1,60,Arterial Other,144.287016,-36.746976,20120531,BENDIGO
T20120012875,2012-06-02,01:25:00,4,Collision with a fixed object,7,Saturday,181,OFF RIGHT BEND INTO OBJECT/PARKED VEHICLE,3,252565,1,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road,144.294778,-36.732199,20120602,BENDIGO
T20120013013,2012-06-03,13:48:00,4,Collision with a fixed object,1,Sunday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,251458,1,1,0,0,0,1,1,5,Not at intersection,1,100,,144.12114,-36.816469,20120603,BENDIGO
T20120012936,2012-06-03,04:24:00,2,Struck Pedestrian,1,Sunday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,3,252645,1,0,0,1,2,3,1,5,Not at intersection,3,50,Local Road,144.256245,-36.74787,20120603,BENDIGO
T20120012956,2012-06-03,13:55:00,8,No collision and no object struck,1,Sunday,170,OFF CARRIAGEWAY TO LEFT,1,228209,1,0,1,0,1,2,1,5,Not at intersection,2,100,,144.502727,-36.81182,20120603,BENDIGO
T20120013090,2012-06-05,03:35:00,5,collision with some other object,3,Tuesday,166,STRUCK OBJECT ON CARRIAGEWAY,5,252428,1,0,0,1,0,1,1,5,Not at intersection,3,100,Arterial Highway,144.70064,-36.77847,20120605,BENDIGO
T20120013311,2012-06-07,21:30:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,3,30031,2,0,0,1,2,3,1,1,Cross intersection,3,60,Arterial Highway,144.291933,-36.757373,20120607,BENDIGO
T20120013315,2012-06-08,00:38:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,257583,1,0,1,0,0,1,1,5,Not at intersection,2,60,Local Road,144.277658,-36.73525,20120608,BENDIGO
T20120013599,2012-06-10,16:10:00,1,Collision with vehicle,1,Sunday,152,PULLING OUT (OVERTAKING),1,252826,2,0,0,1,1,2,1,5,Not at intersection,3,60,Local Road,144.283508,-36.782228,20120610,BENDIGO
T20120019030,2012-06-11,18:00:00,7,Fall from or in moving vehicle,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),3,51735,1,0,0,1,0,1,2,2,T intersection,3,70,Arterial Highway,144.242322,-36.802638,20120611,BENDIGO
T20120013692,2012-06-13,08:30:00,2,Struck Pedestrian,4,Wednesday,102,FAR SIDE. PED HIT BY VEHICLE FROM THE LEFT,1,44642,1,0,0,1,1,2,1,1,Cross intersection,3,50,Local Road,144.281972,-36.76016,20120613,BENDIGO
T20120013772,2012-06-13,16:15:00,6,Vehicle overturned (no collision),4,Wednesday,151,OUT OF CONTROL (OVERTAKING),1,252557,2,0,0,1,1,2,1,5,Not at intersection,3,100,,144.609664,-36.502891,20120613,BENDIGO
T20120015971,2012-06-13,18:04:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),2,59524,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Highway,144.304867,-36.731458,20120613,BENDIGO
T20120014508,2012-06-13,10:45:00,1,Collision with vehicle,4,Wednesday,132,RIGHT REAR.,1,253211,2,0,0,1,1,2,2,2,T intersection,3,999,Arterial Other,144.221423,-36.801888,20120613,BENDIGO
T20120014153,2012-06-15,15:30:00,8,No collision and no object struck,6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,252606,1,0,0,1,0,1,2,5,Not at intersection,3,100,,144.263114,-36.67923,20120615,BENDIGO
T20120014194,2012-06-19,15:24:00,1,Collision with vehicle,3,Tuesday,120,HEAD ON (NOT OVERTAKING),1,251924,2,1,2,0,2,5,1,5,Not at intersection,1,100,Local Road,144.619272,-36.740532,20120619,BENDIGO
T20120014324,2012-06-21,08:10:00,1,Collision with vehicle,5,Thursday,140,U TURN,1,252283,2,1,1,1,0,3,1,5,Not at intersection,1,100,,144.435029,-36.774604,20120621,BENDIGO
T20120014354,2012-06-21,15:45:00,1,Collision with vehicle,5,Thursday,120,HEAD ON (NOT OVERTAKING),1,253175,2,0,1,0,1,2,1,5,Not at intersection,2,80,Arterial Highway,144.317839,-36.69632,20120621,BENDIGO
T20120014523,2012-06-22,15:45:00,1,Collision with vehicle,6,Friday,141,U TURN INTO FIXED OBJECT/PARKED VEHICLE,1,252690,3,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road,144.26456,-36.76698,20120622,BENDIGO
T20120014664,2012-06-25,10:15:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,253028,1,0,0,1,1,2,1,2,T intersection,3,100,Local Road,144.56562,-36.76838,20120625,BENDIGO
T20120017139,2012-06-26,18:00:00,1,Collision with vehicle,3,Tuesday,113,RIGHT NEAR (INTERSECTIONS ONLY),3,227564,2,0,0,1,1,2,1,2,T intersection,3,60,Arterial Other,144.242464,-36.796603,20120626,BENDIGO
T20120014765,2012-06-26,15:50:00,4,Collision with a fixed object,3,Tuesday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,253057,1,0,1,0,0,1,1,5,Not at intersection,2,50,,144.30868,-36.754404,20120626,BENDIGO
T20120028625,2012-06-26,00:01:00,4,Collision with a fixed object,3,Tuesday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,5,273624,1,0,0,2,0,2,1,5,Not at intersection,3,60,,144.302261,-36.804755,20120626,BENDIGO
T20120014814,2012-06-27,08:50:00,1,Collision with vehicle,4,Wednesday,120,HEAD ON (NOT OVERTAKING),1,253231,4,0,2,1,4,7,1,5,Not at intersection,2,80,Arterial Other,144.32572,-36.788119,20120627,BENDIGO
T20120014926,2012-06-28,14:00:00,4,Collision with a fixed object,5,Thursday,183,OFF LEFT BEND INTO OBJECT/PARKED VEHICLE,1,253047,1,0,2,1,1,4,1,2,T intersection,2,60,,144.361353,-36.80896,20120628,BENDIGO
T20120014949,2012-06-28,13:30:00,1,Collision with vehicle,5,Thursday,135,LANE CHANGE LEFT (NOT OVERTAKING),1,49321,2,0,0,1,1,2,2,1,Cross intersection,3,999,Arterial Other,144.305216,-36.773247,20120628,BENDIGO
T20120015018,2012-06-29,15:10:00,1,Collision with vehicle,6,Friday,120,HEAD ON (NOT OVERTAKING),1,54847,2,0,1,0,1,2,1,2,T intersection,2,100,Arterial Highway,144.739591,-36.951816,20120629,BENDIGO
T20120015271,2012-07-02,13:00:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,253282,1,0,0,1,0,1,2,5,Not at intersection,3,50,Local Road,144.214961,-36.767813,20120702,BENDIGO
T20120016203,2012-07-06,18:30:00,1,Collision with vehicle,6,Friday,131,LEFT REAR,3,51561,2,0,1,0,1,2,2,1,Cross intersection,2,50,Arterial Highway,144.258109,-36.746919,20120706,BENDIGO
T20120017934,2012-07-06,17:30:00,8,No collision and no object struck,6,Friday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),2,253579,1,0,0,1,0,1,2,1,Cross intersection,3,60,Local Road,144.263066,-36.753041,20120706,BENDIGO
T20120015683,2012-07-07,15:35:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,59397,2,0,3,3,0,6,1,1,Cross intersection,2,100,Arterial Other,144.199515,-36.594572,20120707,BENDIGO
T20120015658,2012-07-07,10:15:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,51721,2,0,1,1,2,4,1,1,Cross intersection,2,60,Local Road,144.250204,-36.792453,20120707,BENDIGO
T20120015756,2012-07-08,14:10:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,253358,1,0,1,0,0,1,1,5,Not at intersection,2,60,Local Road,144.288898,-36.74847,20120708,BENDIGO
T20120015783,2012-07-08,15:00:00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,44856,2,0,1,0,1,2,1,1,Cross intersection,2,60,Local Road,144.240179,-36.772431,20120708,BENDIGO
T20120016191,2012-07-13,12:30:00,1,Collision with vehicle,6,Friday,131,LEFT REAR,1,1213,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,144.279488,-36.760583,20120713,BENDIGO
T20120016268,2012-07-15,01:35:00,4,Collision with a fixed object,1,Sunday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,51591,1,0,0,1,0,1,1,2,T intersection,3,60,Local Road,144.325094,-36.754428,20120715,BENDIGO
T20120021164,2012-07-15,11:10:00,1,Collision with vehicle,1,Sunday,132,RIGHT REAR.,1,51568,2,0,0,1,1,2,1,2,T intersection,3,50,Arterial Other,144.315793,-36.749597,20120715,BENDIGO
T20120016774,2012-07-22,01:00:00,6,Vehicle overturned (no collision),1,Sunday,182,OFF CARRIAGEWAY ON LEFT BEND,5,253943,1,0,0,1,0,1,1,5,Not at intersection,3,100,,144.508831,-36.746661,20120722,BENDIGO
T20120016804,2012-07-22,18:13:00,1,Collision with vehicle,1,Sunday,121,RIGHT THROUGH,2,29977,2,0,2,2,1,5,1,1,Cross intersection,2,50,Arterial Other,144.283473,-36.750173,20120722,BENDIGO
T20120016875,2012-07-23,19:45:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,254014,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Highway,144.237971,-36.83666,20120723,BENDIGO
T20120017542,2012-07-23,13:15:00,1,Collision with vehicle,2,Monday,194,PARKED CAR RUN AWAY,1,256802,2,0,1,0,1,2,2,5,Not at intersection,2,60,Local Road,144.322625,-36.746021,20120723,BENDIGO
T20120017237,2012-07-28,10:05:00,1,Collision with vehicle,7,Saturday,132,RIGHT REAR.,1,51621,2,0,1,1,0,2,1,2,T intersection,2,90,Arterial Highway,144.324975,-36.760116,20120728,BENDIGO
T20120017233,2012-07-28,08:00:00,1,Collision with vehicle,7,Saturday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,51703,2,0,0,2,0,2,2,1,Cross intersection,3,60,Arterial Other,144.253813,-36.780686,20120728,BENDIGO
T20120017437,2012-07-30,15:40:00,1,Collision with vehicle,2,Monday,120,HEAD ON (NOT OVERTAKING),1,253752,2,0,1,2,0,3,1,5,Not at intersection,2,100,,144.314614,-36.923199,20120730,BENDIGO
T20120017415,2012-07-30,10:15:00,4,Collision with a fixed object,2,Monday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,253744,1,0,1,0,0,1,2,5,Not at intersection,2,100,Local Road,144.731029,-36.887117,20120730,BENDIGO
T20120017543,2012-07-31,16:00:00,5,collision with some other object,3,Tuesday,179,OTHER ACCIDENTS-OFF STRAIGHT NOT INCLUDED IN DCAs 170-175,1,254793,1,0,1,0,0,1,2,5,Not at intersection,2,50,Local Road,144.256307,-36.820502,20120731,BENDIGO
T20120017640,2012-08-01,15:40:00,7,Fall from or in moving vehicle,4,Wednesday,190,FELL IN/FROM VEHICLE,1,254799,1,0,0,1,1,2,2,2,T intersection,3,60,Local Road,144.359403,-36.776613,20120801,BENDIGO
T20120019562,2012-08-04,10:30:00,4,Collision with a fixed object,7,Saturday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,254542,1,0,0,1,0,1,2,5,Not at intersection,3,888,,144.687862,-36.907477,20120804,BENDIGO
T20120020346,2012-08-08,14:40:00,1,Collision with vehicle,4,Wednesday,147,VEHICLE STRIKES ANOTHER VEH WHILE EMERGING FROM DRIVEWAY,1,257936,2,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,144.2968,-36.76119,20120808,BENDIGO
T20120018225,2012-08-09,20:45:00,4,Collision with a fixed object,5,Thursday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,51642,1,0,0,1,0,1,1,1,Cross intersection,3,60,Arterial Other,144.282891,-36.763372,20120809,BENDIGO
T20120018271,2012-08-10,11:40:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,254792,1,0,1,0,0,1,1,5,Not at intersection,2,100,Arterial Highway,144.41563,-36.77225,20120810,BENDIGO
T20120018835,2012-08-11,15:15:00,1,Collision with vehicle,7,Saturday,140,U TURN,1,254474,2,0,0,1,3,4,2,5,Not at intersection,3,60,Local Road,144.608421,-36.495338,20120811,BENDIGO
T20120018353,2012-08-11,16:20:00,2,Struck Pedestrian,7,Saturday,100,PED NEAR SIDE. PED HIT BY VEHICLE FROM THE RIGHT.,1,51658,1,0,1,0,1,2,1,1,Cross intersection,2,60,Arterial Highway,144.267431,-36.766282,20120811,BENDIGO
T20120018392,2012-08-12,06:40:00,6,Vehicle overturned (no collision),1,Sunday,170,OFF CARRIAGEWAY TO LEFT,2,254783,1,0,1,0,0,1,1,2,T intersection,2,80,Arterial Other,144.3722,-36.808537,20120812,BENDIGO
T20120018488,2012-08-13,14:45:00,1,Collision with vehicle,2,Monday,136,RIGHT TURN SIDESWIPE,1,254680,2,0,0,3,4,7,1,5,Not at intersection,3,60,Arterial Highway,144.245281,-36.78847,20120813,BENDIGO
T20120026587,2012-08-15,15:50:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,51595,2,0,0,1,2,3,1,3,Y intersection,3,60,Arterial Highway,144.263662,-36.755656,20120815,BENDIGO
T20120018883,2012-08-18,09:30:00,1,Collision with vehicle,7,Saturday,121,RIGHT THROUGH,1,19446,2,0,1,0,1,2,2,1,Cross intersection,2,100,Arterial Highway,144.158783,-36.809684,20120818,BENDIGO
T20120019002,2012-08-20,08:10:00,4,Collision with a fixed object,2,Monday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,51593,1,0,0,1,0,1,2,1,Cross intersection,3,60,Arterial Other,144.274076,-36.755246,20120820,BENDIGO
T20120019340,2012-08-23,15:30:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,44627,2,0,0,1,1,2,1,1,Cross intersection,3,60,,144.24489,-36.759869,20120823,BENDIGO
T20120019508,2012-08-24,15:30:00,1,Collision with vehicle,6,Friday,140,U TURN,1,254245,2,0,0,1,2,3,2,5,Not at intersection,3,40,Local Road,144.296281,-36.777998,20120824,BENDIGO
T20120019823,2012-08-25,14:45:00,7,Fall from or in moving vehicle,7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,254724,1,0,0,1,0,1,2,4,Multiple intersection,3,90,,144.464225,-36.718944,20120825,BENDIGO
T20120020399,2012-08-27,08:45:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,59524,2,0,0,1,1,2,2,1,Cross intersection,3,40,Arterial Highway,144.304867,-36.731458,20120827,BENDIGO
T20120019638,2012-08-28,04:00:00,4,Collision with a fixed object,3,Tuesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,254743,1,0,1,0,0,1,1,5,Not at intersection,2,100,,144.71375,-36.91255,20120828,BENDIGO
T20120019769,2012-08-29,16:45:00,1,Collision with vehicle,4,Wednesday,120,HEAD ON (NOT OVERTAKING),1,254324,3,0,1,3,0,4,1,5,Not at intersection,2,999,,144.300638,-36.802067,20120829,BENDIGO
T20120019780,2012-08-29,16:30:00,1,Collision with vehicle,4,Wednesday,140,U TURN,1,254342,2,0,1,0,1,2,1,5,Not at intersection,2,60,Arterial Highway,144.13657,-36.735954,20120829,BENDIGO
T20120019807,2012-08-29,14:20:00,1,Collision with vehicle,4,Wednesday,140,U TURN,1,254912,2,0,0,1,2,3,1,5,Not at intersection,3,70,,144.313375,-36.717279,20120829,BENDIGO
T20120019920,2012-08-31,10:20:00,4,Collision with a fixed object,6,Friday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,1,254689,1,0,1,0,0,1,1,2,T intersection,2,100,,144.425277,-36.816148,20120831,BENDIGO
T20120020071,2012-09-02,11:50:00,1,Collision with vehicle,1,Sunday,113,RIGHT NEAR (INTERSECTIONS ONLY),1,56078,2,1,1,1,0,3,1,1,Cross intersection,1,100,Local Road,144.173358,-36.731473,20120902,BENDIGO
T20120020068,2012-09-02,11:30:00,8,No collision and no object struck,1,Sunday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,255307,1,0,1,0,0,1,2,5,Not at intersection,2,100,,144.164043,-36.704553,20120902,BENDIGO
T20120020518,2012-09-04,16:30:00,3,Struck animal,3,Tuesday,167,STRUCK ANIMAL,1,255353,1,0,1,0,0,1,2,5,Not at intersection,2,60,,144.416164,-36.71148,20120904,BENDIGO
T20120020278,2012-09-05,10:50:00,1,Collision with vehicle,4,Wednesday,132,RIGHT REAR.,1,51700,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway,144.250247,-36.779793,20120905,BENDIGO
T20120020246,2012-09-05,00:55:00,1,Collision with vehicle,4,Wednesday,120,HEAD ON (NOT OVERTAKING),5,255123,2,0,1,0,1,2,1,5,Not at intersection,2,60,Local Road,144.277705,-36.73594,20120905,BENDIGO
T20120020396,2012-09-06,15:31:00,1,Collision with vehicle,5,Thursday,121,RIGHT THROUGH,1,255152,2,0,0,1,1,2,1,5,Not at intersection,3,50,Local Road,144.282631,-36.76416,20120906,BENDIGO
T20120020548,2012-09-08,22:45:00,8,No collision and no object struck,7,Saturday,170,OFF CARRIAGEWAY TO LEFT,3,255348,1,0,0,1,0,1,1,5,Not at intersection,3,60,,144.249539,-36.71431,20120908,BENDIGO
T20120020760,2012-09-10,11:30:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,255252,2,0,0,2,1,3,2,5,Not at intersection,3,60,Arterial Other,144.312318,-36.772329,20120910,BENDIGO
T20120020797,2012-09-12,14:04:00,1,Collision with vehicle,4,Wednesday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),1,51561,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Highway,144.258109,-36.746919,20120912,BENDIGO
T20120021382,2012-09-13,11:00:00,1,Collision with vehicle,4,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,354663,2,0,1,0,1,2,2,5,Not at intersection,2,70,Arterial Highway,144.31128,-36.759252,20120913,BENDIGO
T20120021227,2012-09-18,18:34:00,1,Collision with vehicle,3,Tuesday,116,LEFT NEAR (INTERSECTIONS ONLY),1,51547,2,0,0,1,1,2,2,1,Cross intersection,3,60,Local Road,144.267497,-36.740766,20120918,BENDIGO
T20120021270,2012-09-19,09:05:00,1,Collision with vehicle,4,Wednesday,121,RIGHT THROUGH,1,19419,2,0,0,1,1,2,1,1,Cross intersection,3,60,Arterial Other,144.263983,-36.73788,20120919,BENDIGO
T20120021362,2012-09-19,17:45:00,1,Collision with vehicle,4,Wednesday,130,REAR END(VEHICLES IN SAME LANE),1,59759,2,0,0,1,1,2,2,2,T intersection,3,50,Local Road,144.267375,-36.768502,20120919,BENDIGO
T20120024714,2012-09-20,11:15:00,2,Struck Pedestrian,5,Thursday,109,ANY MANOEUVRE INVOLVING PED NOT INCLUDED IN DCAs 100-108.,1,255098,1,0,0,1,1,2,2,5,Not at intersection,3,50,Local Road,144.280601,-36.761121,20120920,BENDIGO
T20120025115,2012-09-21,20:40:00,4,Collision with a fixed object,6,Friday,171,LEFT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,3,255490,1,0,1,1,0,2,1,5,Not at intersection,2,60,Arterial Highway,144.310971,-36.723591,20120921,BENDIGO
T20120022046,2012-09-22,12:25:00,1,Collision with vehicle,7,Saturday,131,LEFT REAR,1,51721,2,0,0,1,2,3,2,1,Cross intersection,3,60,Local Road,144.250204,-36.792453,20120922,BENDIGO
T20120021613,2012-09-23,00:25:00,1,Collision with vehicle,1,Sunday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,30031,2,0,0,2,1,3,1,1,Cross intersection,3,60,Arterial Highway,144.291933,-36.757373,20120923,BENDIGO
T20120021598,2012-09-23,11:20:00,1,Collision with vehicle,1,Sunday,148,VEHICLE OFF FOOTPATH STRIKES VEH ON CARRIAGEWAY,1,51642,2,0,0,1,1,2,2,1,Cross intersection,3,50,Arterial Other,144.282891,-36.763372,20120923,BENDIGO
T20120021713,2012-09-24,19:10:00,1,Collision with vehicle,2,Monday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),3,51527,2,0,0,1,3,4,1,1,Cross intersection,3,50,Local Road,144.304989,-36.729089,20120924,BENDIGO
T20120021726,2012-09-24,15:30:00,1,Collision with vehicle,2,Monday,132,RIGHT REAR.,1,255096,2,0,0,2,1,3,1,5,Not at intersection,3,90,Arterial Highway,144.349869,-36.771354,20120924,BENDIGO
T20120021916,2012-09-27,13:40:00,1,Collision with vehicle,5,Thursday,130,REAR END(VEHICLES IN SAME LANE),1,255124,2,0,0,1,1,2,1,5,Not at intersection,3,80,,144.239275,-36.826129,20120927,BENDIGO
T20120022250,2012-09-28,18:30:00,1,Collision with vehicle,6,Friday,110,CROSS TRAFFIC(INTERSECTIONS ONLY),2,44641,2,0,0,1,1,2,2,1,Cross intersection,3,50,Local Road,144.284369,-36.762292,20120928,BENDIGO
T20120022045,2012-09-28,18:46:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),2,51570,2,0,0,2,0,2,1,1,Cross intersection,3,60,Arterial Highway,144.290752,-36.749779,20120928,BENDIGO
T20120022162,2012-09-30,19:50:00,1,Collision with vehicle,1,Sunday,140,U TURN,3,255020,2,0,2,1,1,4,1,5,Not at intersection,2,60,Local Road,144.278764,-36.722289,20120930,BENDIGO
T20120022237,2012-10-01,16:00:00,8,No collision and no object struck,2,Monday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,256034,1,0,0,1,0,1,1,5,Not at intersection,3,50,Local Road,144.273926,-36.76281,20121001,BENDIGO
T20120022279,2012-10-02,12:00:00,1,Collision with vehicle,3,Tuesday,121,RIGHT THROUGH,1,51728,4,0,1,1,5,7,1,1,Cross intersection,2,60,Arterial Highway,144.243898,-36.796822,20121002,BENDIGO
T20130000940,2012-10-07,18:30:00,1,Collision with vehicle,1,Sunday,130,REAR END(VEHICLES IN SAME LANE),2,273136,2,0,0,2,6,8,2,5,Not at intersection,3,50,Local Road,144.289439,-36.748841,20121007,BENDIGO
T20120022877,2012-10-09,16:00:00,1,Collision with vehicle,3,Tuesday,133,LANE SIDE SWIPE (VEHICLES IN PARALLEL LANES),1,29981,2,0,0,1,1,2,2,1,Cross intersection,3,60,Arterial Highway,144.275463,-36.760885,20121009,BENDIGO
T20120023049,2012-10-10,02:00:00,4,Collision with a fixed object,4,Wednesday,173,RIGHT OFF CARRIAGEWAY INTO OBJECT/PARKED VEHICLE,5,255467,1,0,1,0,0,1,2,5,Not at intersection,2,999,Local Road,144.18849,-36.917669,20121010,BENDIGO
T20120023161,2012-10-12,15:30:00,1,Collision with vehicle,6,Friday,130,REAR END(VEHICLES IN SAME LANE),1,255470,2,0,0,1,3,4,2,5,Not at intersection,3,999,Arterial Highway,144.240597,-36.809319,20121012,BENDIGO
T20120023210,2012-10-13,15:25:00,6,Vehicle overturned (no collision),7,Saturday,174,OUT OF CONTROL ON CARRIAGEWAY (ON STRAIGHT),1,255997,1,0,1,1,0,2,1,5,Not at intersection,2,100,Arterial Highway,144.225569,-36.856399,20121013,BENDIGO
T20120025487,2012-10-15,15:40:00,1,Collision with vehicle,2,Monday,130,REAR END(VEHICLES IN SAME LANE),1,255618,2,0,0,2,2,4,2,2,T intersection,3,60,Local Road,144.276107,-36.767489,20121015,BENDIGO
